filename,width,height,class,xmin,ymin,xmax,ymax
105.png,160,60,К,124,22,143,40
127.png,160,60,П,18,22,45,43
127.png,160,60,І,50,22,58,42
127.png,160,60,Ч,60,23,81,42
127.png,160,60,И,82,26,98,42
127.png,160,60,Н,99,24,114,41
127.png,160,60,Л,113,21,132,39
410.png,160,60,Ғ,12,15,30,33
410.png,160,60,Щ,30,18,59,42
410.png,160,60,С,57,19,80,40
410.png,160,60,Ф,79,22,102,45
410.png,160,60,Ф,105,22,134,47
410.png,160,60,З,134,19,151,44
325.png,160,60,Қ,18,18,38,40
325.png,160,60,Ш,39,17,66,39
325.png,160,60,Е,67,19,84,38
325.png,160,60,Ч,84,18,99,33
325.png,160,60,А,99,14,122,37
325.png,160,60,В,124,14,140,35
253.png,160,60,И,7,17,24,34
253.png,160,60,Қ,23,16,54,40
253.png,160,60,Б,55,17,78,34
253.png,160,60,Ж,75,20,104,42
253.png,160,60,К,105,22,125,43
253.png,160,60,О,126,21,149,41
147.png,160,60,Ж,10,21,45,48
147.png,160,60,К,47,21,78,49
147.png,160,60,Ғ,75,21,103,47
147.png,160,60,Л,96,22,115,42
147.png,160,60,Т,113,21,125,38
147.png,160,60,У,122,20,136,38
128.png,160,60,Х,11,20,28,37
128.png,160,60,А,27,19,43,37
128.png,160,60,Х,43,17,59,35
128.png,160,60,Ң,56,13,86,45
128.png,160,60,Ю,86,14,132,43
128.png,160,60,Ш,135,19,152,39
1024.png,160,60,Ғ,123,14,139,37
448.png,160,60,Ү,25,23,51,41
448.png,160,60,Х,47,21,62,38
448.png,160,60,Л,62,19,78,38
448.png,160,60,Б,77,18,92,37
448.png,160,60,В,91,15,110,33
448.png,160,60,В,114,13,136,34
207.png,160,60,Ғ,10,24,22,43
207.png,160,60,Я,21,27,42,47
207.png,160,60,А,44,27,71,50
207.png,160,60,Т,66,25,84,49
207.png,160,60,Ю,87,29,131,51
207.png,160,60,О,132,28,153,47
110.png,160,60,В,11,24,29,43
110.png,160,60,М,32,24,57,43
110.png,160,60,З,58,23,76,44
110.png,160,60,Ң,75,20,93,45
110.png,160,60,Г,94,16,116,39
110.png,160,60,Щ,113,14,146,38
184.png,160,60,Ү,17,14,42,35
184.png,160,60,М,42,15,70,35
184.png,160,60,Х,66,20,84,38
184.png,160,60,М,81,22,98,40
184.png,160,60,Н,100,23,121,42
184.png,160,60,Я,119,24,142,44
481.png,160,60,Ч,18,19,36,36
481.png,160,60,С,36,22,54,38
481.png,160,60,Ч,52,20,69,41
481.png,160,60,Ң,68,22,93,45
481.png,160,60,П,92,24,117,43
481.png,160,60,Ж,118,22,145,43
350.png,160,60,Т,26,20,40,37
350.png,160,60,Ә,41,20,60,40
350.png,160,60,Б,62,17,78,36
350.png,160,60,А,76,17,94,36
350.png,160,60,У,93,16,116,36
350.png,160,60,С,117,14,139,33
324.png,160,60,Щ,14,12,40,41
324.png,160,60,Т,44,9,73,35
324.png,160,60,Ч,74,7,106,33
324.png,160,60,Я,105,9,118,31
324.png,160,60,І,118,12,123,31
324.png,160,60,Г,123,11,137,34
431.png,160,60,У,23,26,45,46
431.png,160,60,М,46,26,68,45
431.png,160,60,Х,69,25,81,43
431.png,160,60,Ү,80,22,93,44
431.png,160,60,К,93,23,114,42
431.png,160,60,В,114,22,136,45
258.png,160,60,Б,17,26,36,45
258.png,160,60,А,36,26,61,45
258.png,160,60,І,60,27,70,45
258.png,160,60,Ж,67,29,91,45
258.png,160,60,О,92,27,109,44
258.png,160,60,М,110,24,139,45
157.png,160,60,Д,17,15,44,38
157.png,160,60,Я,42,15,62,35
157.png,160,60,Г,64,15,80,33
157.png,160,60,Н,81,15,100,31
157.png,160,60,Ғ,101,16,116,30
157.png,160,60,Ж,117,18,139,35
244.png,160,60,Щ,17,19,46,40
244.png,160,60,Б,47,20,62,36
244.png,160,60,В,64,21,78,36
244.png,160,60,Ұ,77,23,96,37
244.png,160,60,И,99,26,119,40
244.png,160,60,О,121,24,143,39
529.png,160,60,Ң,39,17,56,38
472.png,160,60,Э,26,21,43,36
472.png,160,60,З,43,21,59,39
472.png,160,60,Н,59,20,79,38
472.png,160,60,Ү,78,19,94,36
472.png,160,60,Л,94,17,114,37
472.png,160,60,Т,116,16,134,35
106.png,160,60,П,18,19,31,36
106.png,160,60,Ө,31,16,47,35
106.png,160,60,С,47,13,67,30
106.png,160,60,Х,64,11,92,28
106.png,160,60,Ч,91,9,114,30
106.png,160,60,Щ,118,10,154,37
374.png,160,60,Х,7,11,30,30
374.png,160,60,К,30,7,52,29
374.png,160,60,А,55,6,75,32
374.png,160,60,Ғ,72,6,89,33
374.png,160,60,М,94,10,123,36
374.png,160,60,Щ,120,17,148,45
172.png,160,60,Э,23,20,44,39
172.png,160,60,Я,45,22,62,40
172.png,160,60,Я,61,20,79,38
172.png,160,60,Қ,79,19,97,40
172.png,160,60,Л,96,19,115,38
172.png,160,60,Б,115,20,133,36
1061.png,160,60,Ғ,78,17,96,37
501.png,160,60,Ү,55,14,76,33
519.png,160,60,І,77,14,85,33
192.png,160,60,Р,19,23,34,39
192.png,160,60,А,37,25,58,42
192.png,160,60,Т,56,24,72,40
192.png,160,60,Ө,71,25,87,41
192.png,160,60,П,88,24,110,43
192.png,160,60,М,113,24,142,43
118.png,160,60,Г,15,17,32,34
118.png,160,60,Ә,33,16,52,36
118.png,160,60,Б,54,17,76,39
118.png,160,60,С,77,18,104,40
118.png,160,60,Ф,107,20,125,37
118.png,160,60,С,126,19,142,37
1070.png,160,60,Ғ,39,22,56,43
1027.png,160,60,Қ,65,12,86,43
107.png,160,60,Н,20,22,40,38
107.png,160,60,Ә,40,21,55,38
107.png,160,60,Л,55,19,71,37
107.png,160,60,С,72,16,91,35
107.png,160,60,Н,92,15,112,32
107.png,160,60,А,115,16,142,33
109.png,160,60,С,30,15,52,32
109.png,160,60,І,52,15,61,32
109.png,160,60,Г,63,15,78,32
109.png,160,60,Т,78,16,96,33
109.png,160,60,Е,97,19,108,33
109.png,160,60,С,109,18,125,36
408.png,160,60,Б,14,18,31,38
408.png,160,60,О,31,20,44,38
408.png,160,60,Ш,44,14,75,42
408.png,160,60,Қ,77,10,111,43
408.png,160,60,Э,111,9,130,44
408.png,160,60,Л,131,11,151,36
1015.png,160,60,І,71,14,80,36
401.png,160,60,Л,13,14,31,31
401.png,160,60,Я,32,12,50,33
401.png,160,60,Ң,50,11,79,37
401.png,160,60,Щ,77,8,111,36
401.png,160,60,Я,110,12,128,33
401.png,160,60,Л,129,15,148,34
493.png,160,60,Д,13,19,49,42
493.png,160,60,Х,50,16,72,39
493.png,160,60,Ү,70,11,87,33
493.png,160,60,Х,88,13,109,33
493.png,160,60,Э,107,15,126,37
493.png,160,60,Я,124,18,140,37
130.png,160,60,Ю,10,22,38,39
130.png,160,60,Ө,40,22,61,38
130.png,160,60,К,62,23,77,38
130.png,160,60,Л,78,26,91,39
130.png,160,60,Н,93,25,118,42
130.png,160,60,Ю,122,25,151,43
224.png,160,60,Э,12,24,32,41
224.png,160,60,А,35,25,49,42
224.png,160,60,Д,49,20,70,42
224.png,160,60,Щ,70,15,100,38
224.png,160,60,Ұ,98,12,120,32
224.png,160,60,Н,121,12,145,30
158.png,160,60,Б,30,11,52,31
158.png,160,60,Н,53,13,75,37
158.png,160,60,К,75,15,87,31
158.png,160,60,З,88,17,98,31
158.png,160,60,Ү,99,18,114,32
158.png,160,60,З,116,17,134,33
250.png,160,60,Ш,18,29,47,43
250.png,160,60,Ғ,48,28,67,44
250.png,160,60,Р,65,25,81,42
250.png,160,60,Э,79,22,98,38
250.png,160,60,Ф,98,21,120,40
250.png,160,60,Э,119,22,140,39
273.png,160,60,Ш,26,16,54,35
273.png,160,60,У,54,14,69,34
273.png,160,60,Ғ,68,15,83,34
273.png,160,60,Г,84,17,97,37
273.png,160,60,У,95,16,115,38
273.png,160,60,Е,118,17,136,38
538.png,160,60,Ұ,19,19,40,37
511.png,160,60,Ұ,33,21,59,44
427.png,160,60,Е,18,26,39,46
427.png,160,60,З,41,27,55,44
427.png,160,60,М,54,28,72,46
427.png,160,60,Ю,70,25,99,50
427.png,160,60,Ғ,100,23,120,46
427.png,160,60,Т,120,22,145,48
544.png,160,60,Қ,62,20,83,46
362.png,160,60,У,19,28,40,45
362.png,160,60,К,42,28,60,45
362.png,160,60,О,60,27,81,47
362.png,160,60,Т,84,25,98,45
362.png,160,60,Ү,99,23,116,45
362.png,160,60,О,116,22,141,44
1056.png,160,60,Ә,107,17,124,40
497.png,160,60,І,22,13,35,35
497.png,160,60,Т,33,13,53,37
497.png,160,60,Р,55,13,74,37
497.png,160,60,С,73,14,89,34
497.png,160,60,Р,89,15,103,35
497.png,160,60,Щ,103,15,138,37
165.png,160,60,Е,18,20,30,37
165.png,160,60,Ң,31,23,50,44
165.png,160,60,К,51,24,64,42
165.png,160,60,Щ,63,17,100,47
165.png,160,60,Н,101,16,131,43
165.png,160,60,Ч,133,19,154,38
347.png,160,60,Д,19,19,39,39
347.png,160,60,Қ,39,22,57,43
347.png,160,60,Е,51,23,69,47
347.png,160,60,Н,75,20,99,43
347.png,160,60,Ч,100,21,121,44
347.png,160,60,О,122,19,149,46
256.png,160,60,З,17,24,34,39
256.png,160,60,Ә,35,27,52,40
256.png,160,60,Е,53,23,69,39
256.png,160,60,Ш,66,18,98,37
256.png,160,60,Н,100,15,122,37
256.png,160,60,Б,124,16,147,35
417.png,160,60,С,23,20,43,41
417.png,160,60,С,42,20,59,38
417.png,160,60,Ж,57,22,84,40
417.png,160,60,Ү,81,23,96,40
417.png,160,60,Е,97,27,118,45
417.png,160,60,Г,116,30,138,44
312.png,160,60,Ч,9,21,28,40
312.png,160,60,Щ,30,21,66,48
312.png,160,60,И,64,20,88,46
312.png,160,60,Ұ,83,20,112,49
312.png,160,60,Э,111,23,131,50
312.png,160,60,Н,130,20,149,44
1017.png,160,60,Ү,46,12,70,41
317.png,160,60,К,13,18,32,36
317.png,160,60,А,31,15,58,38
317.png,160,60,Ү,55,14,78,39
317.png,160,60,Д,82,15,106,39
317.png,160,60,З,106,16,117,35
317.png,160,60,Ф,119,16,136,38
227.png,160,60,О,9,20,28,35
227.png,160,60,Ұ,31,20,50,34
227.png,160,60,Щ,50,20,76,41
227.png,160,60,К,80,21,93,38
227.png,160,60,Ю,94,20,123,35
227.png,160,60,Ж,126,21,149,36
394.png,160,60,Ж,13,19,42,37
394.png,160,60,Ә,43,20,62,39
394.png,160,60,Т,60,21,74,39
394.png,160,60,Ю,73,24,100,45
394.png,160,60,Р,98,28,118,48
394.png,160,60,Ч,117,31,152,49
155.png,160,60,И,16,16,36,37
155.png,160,60,Б,34,13,52,38
155.png,160,60,Ч,53,10,69,30
155.png,160,60,Ұ,71,10,89,30
155.png,160,60,А,91,12,111,34
155.png,160,60,Ш,111,12,147,35
1066.png,160,60,Ө,39,27,65,50
521.png,160,60,Қ,84,25,106,47
361.png,160,60,С,7,18,31,39
361.png,160,60,В,32,17,57,43
361.png,160,60,У,59,16,81,41
361.png,160,60,Ә,83,19,97,38
361.png,160,60,Я,98,19,111,39
361.png,160,60,Ю,110,20,144,40
220.png,160,60,Я,17,14,39,38
220.png,160,60,Ұ,41,15,65,38
220.png,160,60,М,67,17,89,40
220.png,160,60,Л,90,23,107,43
220.png,160,60,Т,104,25,120,44
220.png,160,60,Л,116,28,140,46
297.png,160,60,Д,20,12,52,33
297.png,160,60,М,48,15,69,34
297.png,160,60,С,67,20,83,37
297.png,160,60,Ә,83,20,102,40
297.png,160,60,Я,102,20,120,38
297.png,160,60,Н,120,21,140,37
171.png,160,60,Я,14,24,34,46
171.png,160,60,З,35,23,56,46
171.png,160,60,Ж,57,23,92,47
171.png,160,60,Т,91,20,107,42
171.png,160,60,Ұ,105,19,119,37
171.png,160,60,С,118,17,135,33
1021.png,160,60,І,13,12,24,34
516.png,160,60,І,93,24,102,41
386.png,160,60,Р,19,22,37,41
386.png,160,60,Ғ,37,21,51,43
386.png,160,60,У,52,22,74,44
386.png,160,60,П,75,19,99,48
386.png,160,60,К,97,27,119,45
386.png,160,60,Я,120,23,139,46
292.png,160,60,Л,26,25,49,44
292.png,160,60,Я,47,26,66,44
292.png,160,60,Ү,64,27,81,45
292.png,160,60,Я,79,24,96,44
292.png,160,60,Т,98,23,114,43
292.png,160,60,Ч,114,22,135,43
179.png,160,60,Т,11,26,32,44
179.png,160,60,Ұ,32,26,59,45
179.png,160,60,О,64,27,82,43
179.png,160,60,Щ,82,22,106,42
179.png,160,60,Т,106,20,121,36
179.png,160,60,В,121,21,140,37
1060.png,160,60,І,40,19,49,43
455.png,160,60,И,7,30,34,50
455.png,160,60,Ң,35,31,65,52
455.png,160,60,Ф,65,30,88,49
455.png,160,60,Н,90,27,109,45
455.png,160,60,Э,110,21,125,42
455.png,160,60,Э,125,22,144,40
1036.png,160,60,Ұ,112,12,135,49
124.png,160,60,У,22,23,39,39
124.png,160,60,Ғ,39,24,56,39
124.png,160,60,Я,55,21,72,39
124.png,160,60,Ш,72,21,100,37
124.png,160,60,А,100,21,123,37
124.png,160,60,Г,123,22,136,37
196.png,160,60,Щ,16,22,46,40
196.png,160,60,С,47,23,62,40
196.png,160,60,М,61,24,82,40
196.png,160,60,П,82,22,104,42
196.png,160,60,Ғ,104,20,125,42
196.png,160,60,Х,123,22,148,43
441.png,160,60,Ғ,19,19,38,39
441.png,160,60,Т,37,18,53,38
441.png,160,60,Ю,54,21,80,35
441.png,160,60,И,82,21,103,32
441.png,160,60,Ч,105,19,121,36
441.png,160,60,Е,122,19,139,44
300.png,160,60,Ө,11,13,36,37
300.png,160,60,В,39,11,59,35
300.png,160,60,Т,60,12,77,35
300.png,160,60,М,82,13,106,35
300.png,160,60,У,107,14,125,34
300.png,160,60,С,126,14,144,37
1059.png,160,60,Ң,9,25,45,54
512.png,160,60,Ұ,65,23,81,41
545.png,160,60,Қ,69,26,89,43
1028.png,160,60,Ә,29,11,44,39
423.png,160,60,Ю,9,19,39,40
423.png,160,60,Э,41,20,57,41
423.png,160,60,Ұ,58,18,76,35
423.png,160,60,М,77,21,101,38
423.png,160,60,В,101,17,116,37
423.png,160,60,Ш,119,20,150,38
1020.png,160,60,Ө,98,14,122,43
453.png,160,60,Я,24,23,47,42
453.png,160,60,І,46,22,59,43
453.png,160,60,Ч,55,22,79,41
453.png,160,60,О,79,22,97,40
453.png,160,60,С,99,19,114,38
453.png,160,60,Ф,115,19,134,36
403.png,160,60,О,6,15,36,38
403.png,160,60,Р,35,12,53,36
403.png,160,60,Ю,55,14,84,34
403.png,160,60,Ө,87,10,111,31
403.png,160,60,Ф,110,12,131,33
403.png,160,60,Е,132,14,150,35
1038.png,160,60,Ғ,87,13,103,37
389.png,160,60,И,13,12,38,32
389.png,160,60,А,37,12,56,36
389.png,160,60,Н,53,17,79,41
389.png,160,60,Қ,79,22,102,48
389.png,160,60,Ф,99,23,127,49
389.png,160,60,Ч,127,22,148,46
391.png,160,60,Ж,9,14,34,37
391.png,160,60,В,32,8,54,34
391.png,160,60,І,55,8,71,36
391.png,160,60,Ж,68,6,115,35
391.png,160,60,Н,110,9,131,36
391.png,160,60,О,132,14,146,38
270.png,160,60,О,15,17,33,34
270.png,160,60,О,35,13,59,33
270.png,160,60,Қ,62,14,82,38
270.png,160,60,У,84,13,105,32
270.png,160,60,Ч,108,14,129,29
270.png,160,60,Ч,127,16,149,32
1013.png,160,60,Ұ,86,19,102,39
514.png,160,60,Ұ,38,20,53,38
1037.png,160,60,Қ,99,13,117,40
198.png,160,60,Щ,18,19,46,40
198.png,160,60,С,49,21,66,37
198.png,160,60,Д,64,23,80,38
198.png,160,60,Ғ,79,21,94,38
198.png,160,60,Х,93,20,122,41
198.png,160,60,П,123,22,145,41
249.png,160,60,Т,20,16,38,33
249.png,160,60,Қ,39,15,60,38
249.png,160,60,С,60,13,81,32
249.png,160,60,И,81,13,98,33
249.png,160,60,Т,100,11,117,27
249.png,160,60,З,116,12,135,27
265.png,160,60,Ф,21,19,37,37
265.png,160,60,С,38,18,55,35
265.png,160,60,О,53,17,80,40
265.png,160,60,Г,85,17,108,40
265.png,160,60,Н,109,20,127,40
265.png,160,60,Ч,126,20,137,35
429.png,160,60,М,17,20,39,39
429.png,160,60,Х,35,22,52,42
429.png,160,60,Л,52,22,71,47
429.png,160,60,Ү,70,24,91,47
429.png,160,60,М,94,26,123,50
429.png,160,60,Э,127,28,151,49
547.png,160,60,Ү,15,12,34,32
182.png,160,60,Н,12,12,32,29
182.png,160,60,Ң,32,10,53,36
182.png,160,60,Ч,50,9,76,34
182.png,160,60,Н,79,11,110,35
182.png,160,60,Л,110,16,130,40
182.png,160,60,С,128,21,145,41
159.png,160,60,Ұ,16,24,34,38
159.png,160,60,Л,33,24,60,41
159.png,160,60,П,63,24,84,42
159.png,160,60,Х,84,26,103,43
159.png,160,60,Н,103,25,121,42
159.png,160,60,Б,121,22,137,39
245.png,160,60,К,18,24,34,42
245.png,160,60,Т,31,24,47,42
245.png,160,60,Ә,47,23,68,42
245.png,160,60,К,67,22,100,39
245.png,160,60,П,98,22,122,40
245.png,160,60,Я,122,25,141,45
508.png,160,60,Ө,29,13,59,37
260.png,160,60,Л,8,20,27,39
260.png,160,60,Ю,30,22,53,38
260.png,160,60,Ю,54,19,79,37
260.png,160,60,И,81,16,103,36
260.png,160,60,Ә,104,16,129,33
260.png,160,60,П,131,18,157,33
1058.png,160,60,Ұ,6,24,32,50
1068.png,160,60,Ұ,73,24,91,46
425.png,160,60,Ф,14,13,36,35
425.png,160,60,Т,36,13,61,35
425.png,160,60,Н,64,17,85,38
425.png,160,60,З,84,21,98,37
425.png,160,60,Ң,97,18,115,41
425.png,160,60,Ш,114,17,143,37
467.png,160,60,Н,19,18,38,36
467.png,160,60,С,38,17,58,35
467.png,160,60,Ж,56,15,87,34
467.png,160,60,Д,89,21,104,41
467.png,160,60,Ғ,104,21,120,39
467.png,160,60,С,121,20,142,37
513.png,160,60,Ө,18,21,38,39
471.png,160,60,Ғ,24,20,41,38
471.png,160,60,Л,41,20,60,40
471.png,160,60,В,61,19,79,36
471.png,160,60,Т,78,18,95,35
471.png,160,60,Е,96,20,112,37
471.png,160,60,О,113,19,135,38
426.png,160,60,В,5,21,27,41
426.png,160,60,Ө,29,20,51,42
426.png,160,60,Ш,51,25,82,43
426.png,160,60,Ю,81,24,112,44
426.png,160,60,Е,113,20,127,39
426.png,160,60,Д,128,18,147,40
1032.png,160,60,Қ,56,23,71,41
364.png,160,60,Л,17,20,33,36
364.png,160,60,Ч,30,16,44,35
364.png,160,60,Ә,45,12,65,32
364.png,160,60,С,66,5,94,25
364.png,160,60,М,97,4,133,28
364.png,160,60,А,133,10,154,31
1077.png,160,60,Л,18,19,38,38
1077.png,160,60,М,38,18,64,39
1077.png,160,60,Ғ,64,17,78,39
1077.png,160,60,Ш,79,20,108,39
1077.png,160,60,Р,108,18,122,43
1077.png,160,60,Е,123,20,144,40
257.png,160,60,Ю,13,22,39,39
257.png,160,60,Е,38,21,50,36
257.png,160,60,Х,50,19,66,38
257.png,160,60,Ә,65,17,94,39
257.png,160,60,М,98,16,127,38
257.png,160,60,М,128,16,151,33
495.png,160,60,З,7,22,28,44
495.png,160,60,А,30,21,53,45
495.png,160,60,Д,54,23,79,46
495.png,160,60,Щ,79,19,109,41
495.png,160,60,Ө,111,17,132,37
495.png,160,60,Т,131,16,146,35
222.png,160,60,Т,14,23,29,43
222.png,160,60,Ч,29,26,50,45
222.png,160,60,Ө,52,25,79,47
222.png,160,60,Р,79,27,101,46
222.png,160,60,Г,103,30,126,47
222.png,160,60,П,123,26,147,48
337.png,160,60,С,12,21,36,41
337.png,160,60,Е,38,22,55,43
337.png,160,60,Я,54,19,74,42
337.png,160,60,И,77,20,99,42
337.png,160,60,Ә,101,20,117,42
337.png,160,60,Ш,119,18,142,40
377.png,160,60,О,7,23,27,45
377.png,160,60,Л,29,29,48,52
377.png,160,60,Л,52,27,81,60
377.png,160,60,Б,85,28,117,59
377.png,160,60,Ү,117,31,139,54
377.png,160,60,Я,138,27,154,50
160.png,160,60,Т,20,24,33,40
160.png,160,60,Ү,31,23,45,41
160.png,160,60,М,43,18,70,45
160.png,160,60,Н,76,15,104,47
160.png,160,60,Г,109,18,133,45
160.png,160,60,З,134,21,152,44
311.png,160,60,У,25,19,44,35
311.png,160,60,И,44,18,66,35
311.png,160,60,У,65,20,78,39
311.png,160,60,Ғ,79,17,89,40
311.png,160,60,Э,90,19,107,42
311.png,160,60,У,107,21,136,47
523.png,160,60,Ү,98,19,111,36
370.png,160,60,І,17,19,29,40
370.png,160,60,С,28,18,44,39
370.png,160,60,З,42,16,57,35
370.png,160,60,М,58,11,88,32
370.png,160,60,Ю,86,10,121,34
370.png,160,60,П,121,13,143,37
112.png,160,60,З,12,21,31,44
112.png,160,60,Ң,29,18,57,44
112.png,160,60,Т,59,17,76,38
112.png,160,60,Ф,75,15,94,35
112.png,160,60,П,96,16,117,35
112.png,160,60,Ю,119,17,148,36
144.png,160,60,О,11,22,31,38
144.png,160,60,Ш,32,23,61,43
144.png,160,60,Ғ,61,26,81,42
144.png,160,60,О,81,23,103,40
144.png,160,60,С,102,21,119,38
144.png,160,60,Щ,119,20,147,39
457.png,160,60,Қ,24,15,46,37
457.png,160,60,С,45,15,66,34
457.png,160,60,Я,64,17,82,36
457.png,160,60,З,80,18,97,36
457.png,160,60,Б,97,18,113,37
457.png,160,60,Э,113,18,131,38
223.png,160,60,Т,21,21,36,38
223.png,160,60,Я,33,21,47,37
223.png,160,60,Ү,47,16,60,35
223.png,160,60,Я,59,13,80,33
223.png,160,60,Ш,82,9,119,31
223.png,160,60,Т,120,9,145,31
197.png,160,60,У,16,15,38,36
197.png,160,60,З,40,17,57,35
197.png,160,60,С,57,17,72,33
197.png,160,60,Ә,71,17,87,32
197.png,160,60,Ф,90,16,115,31
197.png,160,60,М,120,17,145,34
188.png,160,60,Д,16,31,47,53
188.png,160,60,Г,50,31,77,52
188.png,160,60,И,73,28,96,49
188.png,160,60,В,94,25,109,46
188.png,160,60,Ғ,108,21,121,40
188.png,160,60,В,120,21,133,39
252.png,160,60,Е,22,20,39,35
252.png,160,60,Ұ,38,21,55,35
252.png,160,60,Э,54,22,76,39
252.png,160,60,А,73,21,97,41
252.png,160,60,К,98,20,118,41
252.png,160,60,Д,114,20,135,41
138.png,160,60,З,22,18,36,37
138.png,160,60,Н,35,15,54,34
138.png,160,60,І,53,13,65,31
138.png,160,60,Э,62,12,90,30
138.png,160,60,Т,89,9,111,33
138.png,160,60,Т,113,10,138,34
1035.png,160,60,Ү,102,25,129,49
134.png,160,60,Ұ,22,22,42,39
134.png,160,60,Н,42,22,61,37
134.png,160,60,Б,63,20,80,36
134.png,160,60,И,81,21,99,38
134.png,160,60,В,102,22,117,38
134.png,160,60,У,116,20,136,39
259.png,160,60,Ф,14,31,43,52
259.png,160,60,Ғ,43,30,68,53
